"No.,""Time"",""Source"",""Destination"",""Protocol"",""Length"",""Info"""
"438,""169.448551504"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""51635  >  8883 [ACK] Seq=518 Ack=3246 Win=64128 Len=0 TSval=262731528 TSecr=985692592"""
"439,""169.490434088"",""192.168.68.104"",""192.168.68.114"",""TLSv1.2"",""1337"",""Certificate, Client Key Exchange, Certificate Verify, Change Cipher Spec, Encrypted Handshake Message"""
"440,""169.490487213"",""192.168.68.114"",""192.168.68.104"",""TCP"",""66"",""8883  >  51635 [ACK] Seq=3246 Ack=1789 Win=64128 Len=0 TSval=985692655 TSecr=262731570"""
"441,""172.275629376"",""192.168.68.114"",""192.168.68.104"",""TLSv1.2"",""117"",""Change Cipher Spec, Encrypted Handshake Message"""
"442,""172.286445372"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""51635  >  8883 [ACK] Seq=1789 Ack=3297 Win=64128 Len=0 TSval=262734364 TSecr=985695440"""
"443,""172.286578184"",""192.168.68.104"",""192.168.68.114"",""TLSv1.2"",""145"",""Application Data"""
"444,""172.286634902"",""192.168.68.114"",""192.168.68.104"",""TCP"",""66"",""8883  >  51635 [ACK] Seq=3297 Ack=1868 Win=64128 Len=0 TSval=985695451 TSecr=262734366"""
"445,""174.516091433"",""192.168.68.114"",""192.168.68.104"",""TLSv1.2"",""99"",""Application Data"""
"446,""174.517237001"",""192.168.68.114"",""192.168.68.104"",""TLSv1.2"",""97"",""Encrypted Alert"""
"447,""174.517548250"",""192.168.68.114"",""192.168.68.104"",""TCP"",""66"",""8883  >  51635 [FIN, ACK] Seq=3361 Ack=1868 Win=64128 Len=0 TSval=985697682 TSecr=262734366"""
"448,""174.522993227"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""51635  >  8883 [RST, ACK] Seq=1868 Ack=3362 Win=64128 Len=0 TSval=262736603 TSecr=985697681"""
"449,""195.595407590"",""192.168.68.106"",""192.168.68.114"",""TCP"",""74"",""35203  >  8883 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1356815734 TSecr=0 WS=128"""
"450,""195.595576599"",""192.168.68.114"",""192.168.68.106"",""TCP"",""74"",""8883  >  35203 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=2852336562 TSecr=1356815734 WS=128"""
"451,""195.598912419"",""192.168.68.106"",""192.168.68.114"",""TCP"",""66"",""35203  >  8883 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1356815827 TSecr=2852336562"""
"452,""195.604826248"",""192.168.68.106"",""192.168.68.114"",""TLSv1.2"",""583"",""Client Hello"""
"453,""195.604958018"",""192.168.68.114"",""192.168.68.106"",""TCP"",""66"",""8883  >  35203 [ACK] Seq=1 Ack=518 Win=64768 Len=0 TSval=2852336572 TSecr=1356815833"""
"454,""196.719420007"",""192.168.68.114"",""192.168.68.106"",""TCP"",""1514"",""8883  >  35203 [ACK] Seq=1 Ack=518 Win=64768 Len=1448 TSval=2852337686 TSecr=1356815833 [TCP segment of a reassembled PDU]"""
"455,""196.719482767"",""192.168.68.114"",""192.168.68.106"",""TCP"",""1514"",""8883  >  35203 [ACK] Seq=1449 Ack=518 Win=64768 Len=1448 TSval=2852337686 TSecr=1356815833 [TCP segment of a reassembled PDU]"""
"456,""196.719488392"",""192.168.68.114"",""192.168.68.106"",""TLSv1.2"",""415"",""Server Hello, Certificate, Server Key Exchange, Certificate Request, Server Hello Done"""
"457,""196.723705926"",""192.168.68.106"",""192.168.68.114"",""TCP"",""66"",""35203  >  8883 [ACK] Seq=518 Ack=1449 Win=64128 Len=0 TSval=1356816951 TSecr=2852337686"""
"458,""196.723848946"",""192.168.68.106"",""192.168.68.114"",""TCP"",""66"",""35203  >  8883 [ACK] Seq=518 Ack=2897 Win=64128 Len=0 TSval=1356816952 TSecr=2852337686"""
"459,""196.726568935"",""192.168.68.106"",""192.168.68.114"",""TCP"",""66"",""35203  >  8883 [ACK] Seq=518 Ack=3246 Win=64128 Len=0 TSval=1356816954 TSecr=2852337686"""
"460,""196.769315733"",""192.168.68.106"",""192.168.68.114"",""TLSv1.2"",""1337"",""Certificate, Client Key Exchange, Certificate Verify, Change Cipher Spec, Encrypted Handshake Message"""
"461,""196.769393336"",""192.168.68.114"",""192.168.68.106"",""TCP"",""66"",""8883  >  35203 [ACK] Seq=3246 Ack=1789 Win=64128 Len=0 TSval=2852337736 TSecr=1356816997"""
"462,""199.024017878"",""192.168.68.114"",""192.168.68.106"",""TLSv1.2"",""117"",""Change Cipher Spec, Encrypted Handshake Message"""
"463,""199.067961650"",""192.168.68.106"",""192.168.68.114"",""TCP"",""66"",""35203  >  8883 [ACK] Seq=1789 Ack=3297 Win=64128 Len=0 TSval=1356819294 TSecr=2852339991"""
"464,""199.068096806"",""192.168.68.106"",""192.168.68.114"",""TLSv1.2"",""145"",""Application Data"""
"465,""199.068150347"",""192.168.68.114"",""192.168.68.106"",""TCP"",""66"",""8883  >  35203 [ACK] Seq=3297 Ack=1868 Win=64128 Len=0 TSval=2852340035 TSecr=1356819296"""
"466,""201.323504464"",""192.168.68.114"",""192.168.68.106"",""TLSv1.2"",""99"",""Application Data"""
"467,""201.325201644"",""192.168.68.114"",""192.168.68.106"",""TLSv1.2"",""97"",""Encrypted Alert"""
"468,""201.325672632"",""192.168.68.114"",""192.168.68.106"",""TCP"",""66"",""8883  >  35203 [FIN, ACK] Seq=3361 Ack=1868 Win=64128 Len=0 TSval=2852342292 TSecr=1356819296"""
"469,""201.337926590"",""192.168.68.106"",""192.168.68.114"",""TCP"",""66"",""35203  >  8883 [RST, ACK] Seq=1868 Ack=3362 Win=64128 Len=0 TSval=1356821565 TSecr=2852342290"""
"470,""206.541111341"",""192.168.68.104"",""192.168.68.114"",""TCP"",""74"",""52755  >  8883 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=262768611 TSecr=0 WS=128"""
"471,""206.541297538"",""192.168.68.114"",""192.168.68.104"",""TCP"",""74"",""8883  >  52755 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=985729706 TSecr=262768611 WS=128"""
"472,""206.545954653"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""52755  >  8883 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=262768626 TSecr=985729706"""
"473,""206.552713062"",""192.168.68.104"",""192.168.68.114"",""TLSv1.2"",""583"",""Client Hello"""
"474,""206.552847853"",""192.168.68.114"",""192.168.68.104"",""TCP"",""66"",""8883  >  52755 [ACK] Seq=1 Ack=518 Win=64768 Len=0 TSval=985729717 TSecr=262768631"""
"475,""207.681837736"",""192.168.68.114"",""192.168.68.104"",""TCP"",""1514"",""8883  >  52755 [ACK] Seq=1 Ack=518 Win=64768 Len=1448 TSval=985730846 TSecr=262768631 [TCP segment of a reassembled PDU]"""
"476,""207.681878934"",""192.168.68.114"",""192.168.68.104"",""TCP"",""1514"",""8883  >  52755 [ACK] Seq=1449 Ack=518 Win=64768 Len=1448 TSval=985730846 TSecr=262768631 [TCP segment of a reassembled PDU]"""
"477,""207.681883257"",""192.168.68.114"",""192.168.68.104"",""TLSv1.2"",""415"",""Server Hello, Certificate, Server Key Exchange, Certificate Request, Server Hello Done"""
"478,""207.686027510"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""52755  >  8883 [ACK] Seq=518 Ack=1449 Win=64128 Len=0 TSval=262769765 TSecr=985730846"""
"479,""207.688589166"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""52755  >  8883 [ACK] Seq=518 Ack=2897 Win=64128 Len=0 TSval=262769768 TSecr=985730846"""
"480,""207.688660051"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""52755  >  8883 [ACK] Seq=518 Ack=3246 Win=64128 Len=0 TSval=262769768 TSecr=985730846"""
"481,""207.730776278"",""192.168.68.104"",""192.168.68.114"",""TLSv1.2"",""1337"",""Certificate, Client Key Exchange, Certificate Verify, Change Cipher Spec, Encrypted Handshake Message"""
"482,""207.730828517"",""192.168.68.114"",""192.168.68.104"",""TCP"",""66"",""8883  >  52755 [ACK] Seq=3246 Ack=1789 Win=64128 Len=0 TSval=985730895 TSecr=262769810"""
"483,""210.117608460"",""192.168.68.114"",""192.168.68.104"",""TLSv1.2"",""117"",""Change Cipher Spec, Encrypted Handshake Message"""
"484,""210.122429534"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""52755  >  8883 [ACK] Seq=1789 Ack=3297 Win=64128 Len=0 TSval=262772202 TSecr=985733282"""
"485,""210.123865673"",""192.168.68.104"",""192.168.68.114"",""TLSv1.2"",""145"",""Application Data"""
"486,""210.123929006"",""192.168.68.114"",""192.168.68.104"",""TCP"",""66"",""8883  >  52755 [ACK] Seq=3297 Ack=1868 Win=64128 Len=0 TSval=985733289 TSecr=262772204"""
"487,""210.427945837"",""192.168.68.104"",""192.168.68.114"",""TLSv1.2"",""117"",""Application Data"""
"488,""210.428057190"",""192.168.68.114"",""192.168.68.104"",""TCP"",""66"",""8883  >  52755 [ACK] Seq=3297 Ack=1919 Win=64128 Len=0 TSval=985733593 TSecr=262772499"""
"489,""212.352897949"",""192.168.68.114"",""192.168.68.104"",""TLSv1.2"",""99"",""Application Data"""
"490,""212.354050392"",""192.168.68.114"",""192.168.68.104"",""TLSv1.2"",""97"",""Encrypted Alert"""
"491,""212.354410234"",""192.168.68.114"",""192.168.68.104"",""TCP"",""66"",""8883  >  52755 [RST, ACK] Seq=3361 Ack=1919 Win=64128 Len=0 TSval=985735519 TSecr=262772499"""
"492,""233.471676230"",""192.168.68.106"",""192.168.68.114"",""TCP"",""74"",""35631  >  8883 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1356853599 TSecr=0 WS=128"""
"493,""233.471856750"",""192.168.68.114"",""192.168.68.106"",""TCP"",""74"",""8883  >  35631 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=2852374438 TSecr=1356853599 WS=128"""
"494,""233.476315949"",""192.168.68.106"",""192.168.68.114"",""TCP"",""66"",""35631  >  8883 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1356853704 TSecr=2852374438"""
"495,""233.482373528"",""192.168.68.106"",""192.168.68.114"",""TLSv1.2"",""583"",""Client Hello"""
"496,""233.482514048"",""192.168.68.114"",""192.168.68.106"",""TCP"",""66"",""8883  >  35631 [ACK] Seq=1 Ack=518 Win=64768 Len=0 TSval=2852374449 TSecr=1356853709"""
"497,""234.598990256"",""192.168.68.114"",""192.168.68.106"",""TCP"",""1514"",""8883  >  35631 [ACK] Seq=1 Ack=518 Win=64768 Len=1448 TSval=2852375566 TSecr=1356853709 [TCP segment of a reassembled PDU]"""
"498,""234.599030204"",""192.168.68.114"",""192.168.68.106"",""TCP"",""1514"",""8883  >  35631 [ACK] Seq=1449 Ack=518 Win=64768 Len=1448 TSval=2852375566 TSecr=1356853709 [TCP segment of a reassembled PDU]"""
"499,""234.599036558"",""192.168.68.114"",""192.168.68.106"",""TLSv1.2"",""415"",""Server Hello, Certificate, Server Key Exchange, Certificate Request, Server Hello Done"""
"500,""234.604049036"",""192.168.68.106"",""192.168.68.114"",""TCP"",""66"",""35631  >  8883 [ACK] Seq=518 Ack=1449 Win=64128 Len=0 TSval=1356854831 TSecr=2852375566"""
"501,""234.606510901"",""192.168.68.106"",""192.168.68.114"",""TCP"",""66"",""35631  >  8883 [ACK] Seq=518 Ack=2897 Win=64128 Len=0 TSval=1356854835 TSecr=2852375566"""
"502,""234.606578505"",""192.168.68.106"",""192.168.68.114"",""TCP"",""66"",""35631  >  8883 [ACK] Seq=518 Ack=3246 Win=64128 Len=0 TSval=1356854835 TSecr=2852375566"""
"503,""234.649839101"",""192.168.68.106"",""192.168.68.114"",""TLSv1.2"",""1337"",""Certificate, Client Key Exchange, Certificate Verify, Change Cipher Spec, Encrypted Handshake Message"""
"504,""234.649941131"",""192.168.68.114"",""192.168.68.106"",""TCP"",""66"",""8883  >  35631 [ACK] Seq=3246 Ack=1789 Win=64128 Len=0 TSval=2852375617 TSecr=1356854877"""
"505,""236.917460323"",""192.168.68.114"",""192.168.68.106"",""TLSv1.2"",""117"",""Change Cipher Spec, Encrypted Handshake Message"""
"506,""236.920478695"",""192.168.68.106"",""192.168.68.114"",""TCP"",""66"",""35631  >  8883 [ACK] Seq=1789 Ack=3297 Win=64128 Len=0 TSval=1356857149 TSecr=2852377884"""
"507,""236.922790717"",""192.168.68.106"",""192.168.68.114"",""TLSv1.2"",""145"",""Application Data"""
"508,""236.922847383"",""192.168.68.114"",""192.168.68.106"",""TCP"",""66"",""8883  >  35631 [ACK] Seq=3297 Ack=1868 Win=64128 Len=0 TSval=2852377889 TSecr=1356857151"""
"509,""239.120217599"",""192.168.68.114"",""192.168.68.106"",""TLSv1.2"",""99"",""Application Data"""
"510,""239.121455250"",""192.168.68.114"",""192.168.68.106"",""TLSv1.2"",""97"",""Encrypted Alert"""
"511,""239.121808947"",""192.168.68.114"",""192.168.68.106"",""TCP"",""66"",""8883  >  35631 [FIN, ACK] Seq=3361 Ack=1868 Win=64128 Len=0 TSval=2852380088 TSecr=1356857151"""
"512,""239.125182005"",""192.168.68.106"",""192.168.68.114"",""TCP"",""66"",""35631  >  8883 [RST, ACK] Seq=1868 Ack=3362 Win=64128 Len=0 TSval=1356859353 TSecr=2852380087"""
"513,""244.431910488"",""192.168.68.104"",""192.168.68.114"",""TCP"",""74"",""41199  >  8883 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=262806474 TSecr=0 WS=128"""
"514,""244.432081894"",""192.168.68.114"",""192.168.68.104"",""TCP"",""74"",""8883  >  41199 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=985767597 TSecr=262806474 WS=128"""
"515,""244.435265370"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""41199  >  8883 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=262806515 TSecr=985767597"""
"516,""244.442404870"",""192.168.68.104"",""192.168.68.114"",""TLSv1.2"",""583"",""Client Hello"""
"517,""244.442550130"",""192.168.68.114"",""192.168.68.104"",""TCP"",""66"",""8883  >  41199 [ACK] Seq=1 Ack=518 Win=64768 Len=0 TSval=985767607 TSecr=262806520"""
"518,""245.558817577"",""192.168.68.114"",""192.168.68.104"",""TCP"",""1514"",""8883  >  41199 [ACK] Seq=1 Ack=518 Win=64768 Len=1448 TSval=985768723 TSecr=262806520 [TCP segment of a reassembled PDU]"""
"519,""245.558860858"",""192.168.68.114"",""192.168.68.104"",""TCP"",""1514"",""8883  >  41199 [ACK] Seq=1449 Ack=518 Win=64768 Len=1448 TSval=985768723 TSecr=262806520 [TCP segment of a reassembled PDU]"""
"520,""245.558867890"",""192.168.68.114"",""192.168.68.104"",""TLSv1.2"",""415"",""Server Hello, Certificate, Server Key Exchange, Certificate Request, Server Hello Done"""
"521,""245.567985715"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""41199  >  8883 [ACK] Seq=518 Ack=1449 Win=64128 Len=0 TSval=262807647 TSecr=985768723"""
"522,""245.570601746"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""41199  >  8883 [ACK] Seq=518 Ack=2897 Win=64128 Len=0 TSval=262807650 TSecr=985768723"""
"523,""245.570677110"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""41199  >  8883 [ACK] Seq=518 Ack=3246 Win=64128 Len=0 TSval=262807650 TSecr=985768723"""
"524,""245.612789898"",""192.168.68.104"",""192.168.68.114"",""TLSv1.2"",""1337"",""Certificate, Client Key Exchange, Certificate Verify, Change Cipher Spec, Encrypted Handshake Message"""
"525,""245.612897710"",""192.168.68.114"",""192.168.68.104"",""TCP"",""66"",""8883  >  41199 [ACK] Seq=3246 Ack=1789 Win=64128 Len=0 TSval=985768778 TSecr=262807692"""
"526,""248.217227461"",""192.168.68.114"",""192.168.68.104"",""TLSv1.2"",""117"",""Change Cipher Spec, Encrypted Handshake Message"""
"527,""248.314807980"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""41199  >  8883 [ACK] Seq=1789 Ack=3297 Win=64128 Len=0 TSval=262810393 TSecr=985771382"""
"528,""248.316946252"",""192.168.68.104"",""192.168.68.114"",""TLSv1.2"",""145"",""Application Data"""
"529,""248.316986147"",""192.168.68.114"",""192.168.68.104"",""TCP"",""66"",""8883  >  41199 [ACK] Seq=3297 Ack=1868 Win=64128 Len=0 TSval=985771482 TSecr=262810395"""
"530,""250.838340780"",""192.168.68.114"",""192.168.68.104"",""TLSv1.2"",""99"",""Application Data"""
"531,""250.841202955"",""192.168.68.114"",""192.168.68.104"",""TLSv1.2"",""97"",""Encrypted Alert"""
"532,""250.841931285"",""192.168.68.114"",""192.168.68.104"",""TCP"",""66"",""8883  >  41199 [FIN, ACK] Seq=3361 Ack=1868 Win=64128 Len=0 TSval=985774007 TSecr=262810395"""
"533,""250.844658930"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""41199  >  8883 [FIN, ACK] Seq=1868 Ack=3330 Win=64128 Len=0 TSval=262812924 TSecr=985774003"""
"534,""250.844822575"",""192.168.68.114"",""192.168.68.104"",""TCP"",""66"",""8883  >  41199 [ACK] Seq=3362 Ack=1869 Win=64128 Len=0 TSval=985774009 TSecr=262812924"""
"535,""250.844969137"",""192.168.68.104"",""192.168.68.114"",""TCP"",""54"",""41199  >  8883 [RST] Seq=1868 Win=0 Len=0"""
"536,""250.845802154"",""192.168.68.104"",""192.168.68.114"",""TCP"",""54"",""41199  >  8883 [RST] Seq=1868 Win=0 Len=0"""
"537,""250.848189748"",""192.168.68.104"",""192.168.68.114"",""TCP"",""54"",""41199  >  8883 [RST] Seq=1869 Win=0 Len=0"""
"538,""271.258351239"",""192.168.68.106"",""192.168.68.114"",""TCP"",""74"",""51155  >  8883 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1356891388 TSecr=0 WS=128"""
"539,""271.258526498"",""192.168.68.114"",""192.168.68.106"",""TCP"",""74"",""8883  >  51155 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=2852412225 TSecr=1356891388 WS=128"""
"540,""271.260671124"",""192.168.68.106"",""192.168.68.114"",""TCP"",""66"",""51155  >  8883 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1356891489 TSecr=2852412225"""
"541,""271.267121774"",""192.168.68.106"",""192.168.68.114"",""TLSv1.2"",""583"",""Client Hello"""
"542,""271.267233856"",""192.168.68.114"",""192.168.68.106"",""TCP"",""66"",""8883  >  51155 [ACK] Seq=1 Ack=518 Win=64768 Len=0 TSval=2852412234 TSecr=1356891495"""
"543,""272.378949681"",""192.168.68.114"",""192.168.68.106"",""TCP"",""1514"",""8883  >  51155 [ACK] Seq=1 Ack=518 Win=64768 Len=1448 TSval=2852413346 TSecr=1356891495 [TCP segment of a reassembled PDU]"""
"544,""272.378989785"",""192.168.68.114"",""192.168.68.106"",""TCP"",""1514"",""8883  >  51155 [ACK] Seq=1449 Ack=518 Win=64768 Len=1448 TSval=2852413346 TSecr=1356891495 [TCP segment of a reassembled PDU]"""
"545,""272.378994264"",""192.168.68.114"",""192.168.68.106"",""TLSv1.2"",""415"",""Server Hello, Certificate, Server Key Exchange, Certificate Request, Server Hello Done"""
"546,""272.384837259"",""192.168.68.106"",""192.168.68.114"",""TCP"",""66"",""51155  >  8883 [ACK] Seq=518 Ack=1449 Win=64128 Len=0 TSval=1356892612 TSecr=2852413346"""
"547,""272.387316572"",""192.168.68.106"",""192.168.68.114"",""TCP"",""66"",""51155  >  8883 [ACK] Seq=518 Ack=2897 Win=64128 Len=0 TSval=1356892615 TSecr=2852413346"""
"548,""272.387386519"",""192.168.68.106"",""192.168.68.114"",""TCP"",""66"",""51155  >  8883 [ACK] Seq=518 Ack=3246 Win=64128 Len=0 TSval=1356892615 TSecr=2852413346"""
"549,""272.428515717"",""192.168.68.106"",""192.168.68.114"",""TLSv1.2"",""1337"",""Certificate, Client Key Exchange, Certificate Verify, Change Cipher Spec, Encrypted Handshake Message"""
"550,""272.428570300"",""192.168.68.114"",""192.168.68.106"",""TCP"",""66"",""8883  >  51155 [ACK] Seq=3246 Ack=1789 Win=64128 Len=0 TSval=2852413395 TSecr=1356892657"""
"551,""274.792093683"",""192.168.68.114"",""192.168.68.106"",""TLSv1.2"",""117"",""Change Cipher Spec, Encrypted Handshake Message"""
"552,""274.796081999"",""192.168.68.106"",""192.168.68.114"",""TCP"",""66"",""51155  >  8883 [ACK] Seq=1789 Ack=3297 Win=64128 Len=0 TSval=1356895023 TSecr=2852415759"""
"553,""274.797254285"",""192.168.68.106"",""192.168.68.114"",""TLSv1.2"",""145"",""Application Data"""
"554,""274.797308244"",""192.168.68.114"",""192.168.68.106"",""TCP"",""66"",""8883  >  51155 [ACK] Seq=3297 Ack=1868 Win=64128 Len=0 TSval=2852415764 TSecr=1356895025"""
"555,""277.056350042"",""192.168.68.114"",""192.168.68.106"",""TLSv1.2"",""99"",""Application Data"""
"556,""277.057628526"",""192.168.68.114"",""192.168.68.106"",""TLSv1.2"",""97"",""Encrypted Alert"""
"557,""277.057999097"",""192.168.68.114"",""192.168.68.106"",""TCP"",""66"",""8883  >  51155 [FIN, ACK] Seq=3361 Ack=1868 Win=64128 Len=0 TSval=2852418025 TSecr=1356895025"""
"558,""277.061815956"",""192.168.68.106"",""192.168.68.114"",""TCP"",""66"",""51155  >  8883 [RST, ACK] Seq=1868 Ack=3362 Win=64128 Len=0 TSval=1356897289 TSecr=2852418023"""
"559,""282.931200566"",""192.168.68.104"",""192.168.68.114"",""TCP"",""74"",""37767  >  8883 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=262844947 TSecr=0 WS=128"""
"560,""282.931373950"",""192.168.68.114"",""192.168.68.104"",""TCP"",""74"",""8883  >  37767 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=985806096 TSecr=262844947 WS=128"""
"561,""282.934988466"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""37767  >  8883 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=262845014 TSecr=985806096"""
"562,""282.940632608"",""192.168.68.104"",""192.168.68.114"",""TLSv1.2"",""583"",""Client Hello"""
"563,""282.940767972"",""192.168.68.114"",""192.168.68.104"",""TCP"",""66"",""8883  >  37767 [ACK] Seq=1 Ack=518 Win=64768 Len=0 TSval=985806105 TSecr=262845020"""
"564,""284.058810632"",""192.168.68.114"",""192.168.68.104"",""TCP"",""1514"",""8883  >  37767 [ACK] Seq=1 Ack=518 Win=64768 Len=1448 TSval=985807223 TSecr=262845020 [TCP segment of a reassembled PDU]"""
"565,""284.058866726"",""192.168.68.114"",""192.168.68.104"",""TCP"",""1514"",""8883  >  37767 [ACK] Seq=1449 Ack=518 Win=64768 Len=1448 TSval=985807223 TSecr=262845020 [TCP segment of a reassembled PDU]"""
"566,""284.058871622"",""192.168.68.114"",""192.168.68.104"",""TLSv1.2"",""415"",""Server Hello, Certificate, Server Key Exchange, Certificate Request, Server Hello Done"""
